"Release","File","Feature 1","Feature 2","Feature 3","Feature 4","Feature 5","Feature 6","Feature 7","Feature 8","Feature 9","Feature 10","Buggy"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/SnapshotMap.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerBean.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/test/java/org/apache/bookkeeper/client/ClientUtil.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LoopbackClient.java","null","null","null","null","null","null","null","null","null","null","null"
"1","bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ZooKeeperUtil.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/AlreadyStartDeliveryException.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeReconnectCallback.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/netty/ClientChannelPipelineFactory.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/netty/ConnectCallback.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/netty/ResponseHandler.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/netty/WriteCallback.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslClientContextFactory.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/conf/AbstractConfiguration.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/util/Callback.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/util/Either.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/util/Option.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/admin/console/JLineHedwigCompletor.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/admin/console/ReadTopic.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/FakeBookie.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/common/ByteStringInterner.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/common/TerminateJVMExceptionHandler.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/common/TopicOpQueuer.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryEndPoint.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerMXBean.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanInfo.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanRegistry.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerBean.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerMXBean.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/netty/ServerStats.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/Factory.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManagerWithRangeScan.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheBean.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheMXBean.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java","null","null","null","null","null","null","null","null","null","null","null"
"1","hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java","null","null","null","null","null","null","null","null","null","null","null"
