"Release","File","# Authors in Release","LOC","Avg Churn in Release","Avg Churn from Start","Avg LOC Added in Release","Avg LOC Added from Start","# Revision in Release","# Revision from Start","Feature 9","Feature 10","Buggy"
"1","Cookie.java","1","177","88","88","91","91","2","2","null","null","null"
"1","CRC32DigestManager.java","2","50","12","12","14","14","4","4","null","null","null"
"1","DeliveryCallback.java","1","25","25","25","25","25","1","1","null","null","null"
"1","DeliveryEndPoint.java","1","26","26","26","26","26","1","1","null","null","null"
"1","DeliveryManager.java","3","33","8","8","8","8","4","4","null","null","null"
"1","DigestManager.java","3","166","18","18","21","21","9","9","null","null","null"
"1","DistributionSchedule.java","3","59","11","11","14","14","5","5","null","null","null"
"1","Either.java","1","45","45","45","45","45","1","1","null","null","null"
"1","EntryLogger.java","4","426","19","19","41","41","22","22","null","null","null"
"1","ExitCode.java","1","36","36","36","36","36","1","1","null","null","null"
"1","Factory.java","1","20","20","20","20","20","1","1","null","null","null"
"1","FakeBookie.java","2","91","30","30","45","45","3","3","null","null","null"
"1","FIFODeliveryManager.java","3","517","86","86","92","92","6","6","null","null","null"
"1","FileInfo.java","3","230","23","23","30","30","10","10","null","null","null"
"1","FileSystemUpgrade.java","3","342","85","85","90","90","4","4","null","null","null"
"1","FileUtils.java","2","89","44","44","45","45","2","2","null","null","null"
"1","FlatLedgerManager.java","2","158","52","52","62","62","3","3","null","null","null"
"1","GarbageCollectorThread.java","3","459","65","65","70","70","7","7","null","null","null"
"1","HandleFactory.java","1","29","29","29","29","29","1","1","null","null","null"
"1","HandleFactoryImpl.java","1","60","30","30","34","34","2","2","null","null","null"
"1","Handler.java","2","34","17","17","18","18","2","2","null","null","null"
"1","HardLink.java","1","598","299","299","300","300","2","2","null","null","null"
"1","HedwigAdmin.java","2","360","120","120","122","122","3","3","null","null","null"
"1","HedwigBenchmark.java","3","149","25","25","29","29","6","6","null","null","null"
"1","HedwigClient.java","2","65","97","97","100","100","4","4","null","null","null"
"1","HedwigClientImpl.java","2","327","1","1","9","9","2","2","null","null","null"
"1","HedwigCommands.java","1","383","191","191","193","193","2","2","null","null","null"
"1","HedwigConsole.java","1","937","469","469","476","476","2","2","null","null","null"
"1","HedwigHubClient.java","2","44","22","22","23","23","2","2","null","null","null"
"1","HedwigHubClientFactory.java","2","54","27","27","27","27","2","2","null","null","null"
"1","HedwigHubSubscriber.java","3","78","19","19","21","21","4","4","null","null","null"
"1","HedwigJMXService.java","1","34","34","34","34","34","1","1","null","null","null"
"1","HedwigMBeanInfo.java","1","25","25","25","25","25","1","1","null","null","null"
"1","HedwigMBeanRegistry.java","1","44","44","44","44","44","1","1","null","null","null"
"1","HedwigProxy.java","3","155","25","25","28","28","6","6","null","null","null"
"1","HedwigPublisher.java","3","218","36","36","38","38","6","6","null","null","null"
"1","HedwigSocketAddress.java","2","129","65","65","65","65","2","2","null","null","null"
"1","HedwigSubscriber.java","3","614","76","76","86","86","8","8","null","null","null"
"1","HierarchicalLedgerManager.java","2","457","91","91","98","98","5","5","null","null","null"
"1","InMemorySubscriptionManager.java","2","71","35","35","37","37","2","2","null","null","null"
"1","InMemorySubscriptionState.java","3","77","25","25","26","26","3","3","null","null","null"
"1","InterleavedLedgerStorage.java","2","169","42","42","48","48","4","4","null","null","null"
"1","InvalidSubscriberIdException.java","1","34","34","34","34","34","1","1","null","null","null"
"1","IOUtils.java","1","50","50","50","50","50","1","1","null","null","null"
"1","JLineHedwigCompletor.java","1","83","83","83","83","83","1","1","null","null","null"
"1","Journal.java","2","519","173","173","177","177","3","3","null","null","null"
"1","JournalChannel.java","1","143","47","47","48","48","3","3","null","null","null"
"1","LedgerCache.java","4","42","2","2","42","42","16","16","null","null","null"
"1","LedgerCacheBean.java","1","25","12","12","36","36","2","2","null","null","null"
"1","LedgerCacheImpl.java","3","710","101","101","108","108","7","7","null","null","null"
"1","LedgerCacheMXBean.java","1","54","54","54","54","54","1","1","null","null","null"
"1","LedgerCreateOp.java","3","135","12","12","19","19","11","11","null","null","null"
"1","LedgerDeleteOp.java","3","73","14","14","16","16","5","5","null","null","null"
"1","LedgerDescriptor.java","3","56","5","5","20","20","11","11","null","null","null"
"1","LedgerDescriptorImpl.java","1","80","40","40","53","53","2","2","null","null","null"
"1","LedgerDescriptorReadOnlyImpl.java","1","47","23","23","25","25","2","2","null","null","null"
"1","LedgerEntry.java","2","76","19","19","29","29","4","4","null","null","null"
"1","LedgerEntryPage.java","3","147","24","24","26","26","6","6","null","null","null"
"1","LedgerHandle.java","4","815","37","37","69","69","22","22","null","null","null"
"1","LedgerInputStream.java","2","157","39","39","41","41","4","4","null","null","null"
"1","LedgerLayout.java","1","189","94","94","94","94","2","2","null","null","null"
"1","LedgerManager.java","1","133","66","66","67","67","2","2","null","null","null"
"1","LedgerManagerFactory.java","1","89","44","44","45","45","2","2","null","null","null"
"1","LedgerMetadata.java","4","281","21","21","25","25","13","13","null","null","null"
"1","LedgerOpenOp.java","3","154","14","14","19","19","11","11","null","null","null"
"1","LedgerOutputStream.java","2","134","33","33","36","36","4","4","null","null","null"
"1","LedgerRecoveryOp.java","4","138","10","10","18","18","13","13","null","null","null"
"1","LedgerStorage.java","1","82","82","82","82","82","1","1","null","null","null"
"1","LocalBookKeeper.java","4","231","23","23","44","44","10","10","null","null","null"
"1","LocalDBPersistenceManager.java","3","433","86","86","90","90","5","5","null","null","null"
"1","MacDigestManager.java","3","76","12","12","15","15","6","6","null","null","null"
"1","Main.java","3","49","12","12","13","13","4","4","null","null","null"
"1","MapMethods.java","1","56","56","56","56","56","1","1","null","null","null"
"1","MarkerFileChannel.java","1","133","66","66","66","66","2","2","null","null","null"
"1","MathUtils.java","2","35","11","11","13","13","3","3","null","null","null"
"1","MessageConsumeCallback.java","2","87","21","21","24","24","4","4","null","null","null"
"1","MessageConsumeData.java","2","53","26","26","27","27","2","2","null","null","null"
"1","MessageFilter.java","2","28","14","14","14","14","2","2","null","null","null"
"1","MessageHandler.java","2","44","14","14","17","17","3","3","null","null","null"
"1","MessageIdUtils.java","2","138","69","69","70","70","2","2","null","null","null"
"1","MySqlClient.java","2","124","31","31","54","54","4","4","null","null","null"
"1","NettyHandlerBean.java","1","46","23","23","23","23","2","2","null","null","null"
"1","NettyHandlerMXBean.java","1","28","28","28","28","28","1","1","null","null","null"
"1","NIOServerFactory.java","3","477","36","36","39","39","13","13","null","null","null"
"1","Option.java","1","39","39","39","39","39","1","1","null","null","null"
"1","OrderedSafeExecutor.java","2","89","29","29","31","31","3","3","null","null","null"
"1","Pair.java","1","38","38","38","38","38","1","1","null","null","null"
"1","PathUtils.java","2","51","25","25","27","27","2","2","null","null","null"
"1","PendingAddOp.java","3","153","21","21","24","24","7","7","null","null","null"
"1","PendingReadOp.java","4","171","21","21","23","23","8","8","null","null","null"
"1","PerChannelBookieClient.java","4","625","31","31","39","39","20","20","null","null","null"
"1","PersistenceManager.java","3","85","28","28","30","30","3","3","null","null","null"
"1","PersistenceManagerWithRangeScan.java","2","25","12","12","13","13","2","2","null","null","null"
"1","PersistRequest.java","2","53","26","26","27","27","2","2","null","null","null"
"1","ProxyConfiguration.java","3","33","11","11","13","13","3","3","null","null","null"
"1","ProxyConsumeHandler.java","2","53","26","26","27","27","2","2","null","null","null"
"1","ProxyPublishHander.java","1","56","56","56","56","56","1","1","null","null","null"
"1","ProxyStartDeliveryHandler.java","3","119","24","24","26","26","5","5","null","null","null"
"1","ProxyStopDeliveryHandler.java","3","67","22","22","23","23","3","3","null","null","null"
"1","ProxySubscribeHandler.java","2","75","25","25","26","26","3","3","null","null","null"
"1","ProxyUnsubscribeHandler.java","1","67","67","67","67","67","1","1","null","null","null"
"1","Publisher.java","2","57","28","28","30","30","2","2","null","null","null"
"1","PublishHandler.java","3","70","23","23","27","27","3","3","null","null","null"
"1","PublishResponseHandler.java","2","64","16","16","17","17","4","4","null","null","null"
"1","PubSubCallback.java","2","80","26","26","27","27","3","3","null","null","null"
"1","PubSubData.java","3","134","45","45","49","49","3","3","null","null","null"
"1","PubSubException.java","2","146","73","73","73","73","2","2","null","null","null"
"1","PubSubProtocol.java","2","5871","1957","1957","5637","5637","3","3","null","null","null"
"1","PubSubResponseUtils.java","2","39","19","19","20","20","2","2","null","null","null"
"1","PubSubServer.java","3","393","43","43","48","48","9","9","null","null","null"
"1","PubSubServerBean.java","1","70","70","70","70","70","1","1","null","null","null"
"1","PubSubServerMXBean.java","1","57","57","57","57","57","1","1","null","null","null"
"1","PubSubServerPipelineFactory.java","2","69","34","34","35","35","2","2","null","null","null"
"1","RangeScanRequest.java","2","70","35","35","36","36","2","2","null","null","null"
"1","ReadAheadCache.java","3","670","111","111","118","118","6","6","null","null","null"
"1","ReadAheadCacheBean.java","1","58","58","58","58","58","1","1","null","null","null"
"1","ReadAheadCacheMXBean.java","1","41","41","41","41","41","1","1","null","null","null"
"1","ReadLastConfirmedOp.java","2","115","10","10","15","15","11","11","null","null","null"
"1","ReadOnlyLedgerHandle.java","2","72","36","36","36","36","2","2","null","null","null"
"1","ReadTopic.java","1","320","160","160","161","161","2","2","null","null","null"
"1","RegionManager.java","3","320","45","45","58","58","7","7","null","null","null"
"1","ResponseHandler.java","3","330","55","55","59","59","6","6","null","null","null"
"1","RoundRobinDistributionSchedule.java","3","81","20","20","25","25","4","4","null","null","null"
"1","SafeAsynBKCallback.java","2","93","47","47","60","60","2","2","null","null","null"
"1","SafeAsyncCallback.java","2","32","16","16","16","16","2","2","null","null","null"
"1","SafeAsyncZKCallback.java","2","89","44","44","45","45","2","2","null","null","null"
"1","SafeRunnable.java","2","36","9","9","11","11","4","4","null","null","null"
"1","ScanCallback.java","2","57","28","28","30","30","2","2","null","null","null"
"1","ScanCallbackWithContext.java","1","34","34","34","34","34","1","1","null","null","null"
"1","ScanRequest.java","2","58","29","29","29","29","2","2","null","null","null"
"1","ServerConfiguration.java","4","270","54","54","57","57","14","14","null","null","null"
"1","ServerRedirectLoopException.java","2","35","17","17","18","18","2","2","null","null","null"
"1","ServerStats.java","2","172","76","76","77","77","4","4","null","null","null"
"1","SnapshotMap.java","1","119","119","119","119","119","1","1","null","null","null"
"1","SslClientContextFactory.java","1","37","37","37","37","37","1","1","null","null","null"
"1","SslContextFactory.java","2","60","30","30","36","36","2","2","null","null","null"
"1","SslServerContextFactory.java","1","48","48","48","48","48","1","1","null","null","null"
"1","StringUtils.java","3","63","15","15","22","22","4","4","null","null","null"
"1","SubscribeHandler.java","3","152","38","38","40","40","4","4","null","null","null"
"1","Subscriber.java","3","287","57","57","62","62","5","5","null","null","null"
"1","SubscribeReconnectCallback.java","3","103","20","20","25","25","5","5","null","null","null"
"1","SubscribeResponseHandler.java","3","308","44","44","59","59","7","7","null","null","null"
"1","SubscriptionEventListener.java","2","52","26","26","28","28","2","2","null","null","null"
"1","SubscriptionManager.java","3","98","32","32","35","35","3","3","null","null","null"
"1","SubscriptionStateUtils.java","2","37","18","18","19","19","2","2","null","null","null"
"1","SyncCounter.java","2","77","25","25","26","26","3","3","null","null","null"
"1","TerminateJVMExceptionHandler.java","3","29","9","9","11","11","3","3","null","null","null"
"1","TooManyServerRedirectsException.java","2","36","18","18","18","18","2","2","null","null","null"
"1","TopicManager.java","3","72","24","24","26","26","3","3","null","null","null"
"1","TopicOpQueuer.java","1","100","100","100","100","100","1","1","null","null","null"
"1","TopicOwnershipChangeListener.java","1","26","26","26","26","26","1","1","null","null","null"
"1","TopicSubscriber.java","2","67","33","33","35","35","2","2","null","null","null"
"1","TrivialOwnAllTopicManager.java","3","52","17","17","18","18","3","3","null","null","null"
"1","TrueFilter.java","2","29","14","14","15","15","2","2","null","null","null"
"1","UmbrellaHandler.java","3","144","36","36","37","37","4","4","null","null","null"
"1","UnexpectedError.java","2","32","16","16","16","16","2","2","null","null","null"
"1","UnsubscribeHandler.java","3","73","24","24","25","25","3","3","null","null","null"
"1","UnsubscribeResponseHandler.java","2","76","19","19","21","21","4","4","null","null","null"
"1","WriteCallback.java","3","93","18","18","20","20","5","5","null","null","null"
"1","ZkSubscriptionManager.java","2","205","68","68","84","84","3","3","null","null","null"
"1","ZkTopicManager.java","3","402","80","80","94","94","5","5","null","null","null"
"1","ZkUtils.java","3","72","39","39","42","42","4","4","null","null","null"
"2","AbstractBenchmark.java","1","96","1","24","4","36","1","4","null","null","null"
"2","AbstractConfiguration.java","2","57","22","18","23","18","5","12","null","null","null"
"2","AbstractHChannelManager.java","1","562","281","281","281","281","2","2","null","null","null"
"2","AbstractResponseHandler.java","1","141","141","141","141","141","1","1","null","null","null"
"2","AbstractSubscribeResponseHandler.java","1","340","113","113","121","121","3","3","null","null","null"
"2","AbstractSubscriptionManager.java","2","719","16","39","28","48","10","18","null","null","null"
"2","AbstractTopicManager.java","1","184","3","30","4","32","1","6","null","null","null"
"2","AbstractZkLedgerManager.java","3","271","2","21","26","34","7","13","null","null","null"
"2","ActiveSubscriber.java","1","345","173","173","173","173","2","2","null","null","null"
"2","AllToAllTopologyFilter.java","1","68","16","23","20","25","2","3","null","null","null"
"2","AlreadyStartDeliveryException.java","0","33","0","33","0","33","0","1","null","null","null"
"2","AsyncCallback.java","0","126","0","18","0","35","0","7","null","null","null"
"2","Auditor.java","1","453","113","113","130","130","4","4","null","null","null"
"2","AuditorElector.java","2","293","49","49","62","62","6","6","null","null","null"
"2","AutoRecoveryMain.java","2","239","41","41","44","44","6","6","null","null","null"
"2","BaseHandler.java","0","61","0","20","0","25","0","3","null","null","null"
"2","BenchBookie.java","0","194","0","64","0","68","0","3","null","null","null"
"2","BenchmarkPublisher.java","1","125","2","25","4","26","1","5","null","null","null"
"2","BenchmarkSubscriber.java","1","128","0","18","2","20","2","7","null","null","null"
"2","BenchmarkUtils.java","1","172","1","34","5","36","1","5","null","null","null"
"2","BenchmarkWorker.java","0","42","0","21","0","21","0","2","null","null","null"
"2","BenchReadThroughputLatency.java","0","244","0","122","0","128","0","2","null","null","null"
"2","BenchThroughputLatency.java","1","413","6","68","13","82","1","6","null","null","null"
"2","BKException.java","1","294","10","29","10","30","4","10","null","null","null"
"2","BKMBeanInfo.java","0","25","0","25","0","25","0","1","null","null","null"
"2","BKMBeanRegistry.java","1","81","1","27","3","28","1","3","null","null","null"
"2","BKStats.java","1","224","11","112","12","112","1","2","null","null","null"
"2","Bookie.java","3","1118","25","21","34","42","17","52","null","null","null"
"2","BookieBean.java","0","46","0","23","0","24","0","2","null","null","null"
"2","BookieBenchmark.java","1","96","1","16","2","22","1","6","null","null","null"
"2","BookieClient.java","1","248","21","19","28","22","2","13","null","null","null"
"2","BookieException.java","1","139","4","20","5","24","1","7","null","null","null"
"2","BookieLedgerIndexer.java","2","123","41","41","43","43","3","3","null","null","null"
"2","BookieMXBean.java","0","28","0","14","0","15","0","2","null","null","null"
"2","BookieProtocol.java","1","159","4","17","4","18","1","9","null","null","null"
"2","BookieServer.java","3","532","10","18","13","23","10","31","null","null","null"
"2","BookieServerBean.java","1","82","1","41","3","42","1","2","null","null","null"
"2","BookieServerMXBean.java","0","53","0","53","0","53","0","1","null","null","null"
"2","BookieShell.java","3","836","167","167","170","170","5","5","null","null","null"
"2","BookieWatcher.java","2","283","29","25","37","29","3","11","null","null","null"
"2","BookKeeper.java","3","584","5","22","11","45","10","26","null","null","null"
"2","BookKeeperAdmin.java","3","701","2","30","22","52","13","23","null","null","null"
"2","BookkeeperBenchmark.java","1","84","1","16","2","23","1","5","null","null","null"
"2","BookKeeperConstants.java","1","41","20","20","21","21","2","2","null","null","null"
"2","BookkeeperInternalCallbacks.java","1","119","0","24","1","25","1","5","null","null","null"
"2","BookkeeperPersistenceManager.java","3","1136","29","67","56","94","11","17","null","null","null"
"2","BookKeeperTools.java","0","83","0","10","0","93","0","8","null","null","null"
"2","BufferedChannel.java","0","162","0","32","0","35","0","5","null","null","null"
"2","ByteStringInterner.java","1","35","7","17","2","21","1","2","null","null","null"
"2","CacheKey.java","0","67","0","33","0","34","0","2","null","null","null"
"2","CacheValue.java","2","91","3","18","9","21","2","5","null","null","null"
"2","Callback.java","0","43","0","21","0","23","0","2","null","null","null"
"2","CallbackUtils.java","0","165","0","41","0","46","0","4","null","null","null"
"2","CancelScanRequest.java","1","25","25","25","25","25","1","1","null","null","null"
"2","ChannelDisconnectListener.java","0","27","0","13","0","14","0","2","null","null","null"
"2","ChannelEndPoint.java","1","81","5","27","5","27","1","3","null","null","null"
"2","ChannelTracker.java","1","119","8","40","9","41","1","3","null","null","null"
"2","CleanupChannelMap.java","1","165","83","83","83","83","2","2","null","null","null"
"2","Client.java","0","38","0","38","0","38","0","1","null","null","null"
"2","ClientChannelPipelineFactory.java","1","65","13","16","22","20","1","4","null","null","null"
"2","ClientConfiguration.java","1","154","7","25","13","28","6","17","null","null","null"
"2","ClientMessageFilter.java","1","22","22","22","22","22","1","1","null","null","null"
"2","CloseSubscriptionHandler.java","1","95","95","95","95","95","1","1","null","null","null"
"2","CloseSubscriptionResponseHandler.java","1","76","76","76","76","76","1","1","null","null","null"
"2","ConcurrencyUtils.java","0","45","0","45","0","45","0","1","null","null","null"
"2","ConsumeHandler.java","0","65","0","22","0","22","0","3","null","null","null"
"2","Cookie.java","2","234","19","46","30","55","3","5","null","null","null"
"2","CRC32DigestManager.java","0","50","0","12","0","14","0","4","null","null","null"
"2","DataFormats.java","2","3680","525","525","529","529","7","7","null","null","null"
"2","DefaultServerChannel.java","1","83","83","83","83","83","1","1","null","null","null"
"2","DeliveryCallback.java","0","25","0","25","0","25","0","1","null","null","null"
"2","DeliveryEndPoint.java","0","26","0","26","0","26","0","1","null","null","null"
"2","DeliveryManager.java","1","83","10","9","12","10","5","9","null","null","null"
"2","DigestManager.java","1","172","7","17","7","20","1","10","null","null","null"
"2","DiskChecker.java","2","152","76","76","77","77","2","2","null","null","null"
"2","DistributionSchedule.java","1","81","11","11","17","15","2","7","null","null","null"
"2","Either.java","0","45","0","45","0","45","0","1","null","null","null"
"2","EntryFormatter.java","1","70","70","70","70","70","1","1","null","null","null"
"2","EntryLogger.java","3","496","11","17","18","36","6","28","null","null","null"
"2","ExitCode.java","0","36","0","36","0","36","0","1","null","null","null"
"2","Factory.java","0","20","0","20","0","20","0","1","null","null","null"
"2","FactoryLayout.java","1","150","75","75","75","75","2","2","null","null","null"
"2","FakeBookie.java","0","91","0","30","0","45","0","3","null","null","null"
"2","FIFODeliveryManager.java","3","797","20","40","31","49","14","20","null","null","null"
"2","FileInfo.java","1","325","32","25","33","31","3","13","null","null","null"
"2","FileSystemUpgrade.java","2","350","4","58","8","63","2","6","null","null","null"
"2","FileUtils.java","0","89","0","44","0","45","0","2","null","null","null"
"2","FilterableMessageHandler.java","1","63","31","31","32","32","2","2","null","null","null"
"2","FlatLedgerManager.java","3","138","4","17","9","29","5","8","null","null","null"
"2","FlatLedgerManagerFactory.java","2","83","21","21","22","22","4","4","null","null","null"
"2","GarbageCollector.java","1","46","46","46","46","46","1","1","null","null","null"
"2","GarbageCollectorThread.java","3","520","8","37","16","43","7","14","null","null","null"
"2","HandleFactory.java","0","29","0","29","0","29","0","1","null","null","null"
"2","HandleFactoryImpl.java","0","60","0","30","0","34","0","2","null","null","null"
"2","Handler.java","0","34","0","17","0","18","0","2","null","null","null"
"2","HardLink.java","0","598","0","299","0","300","0","2","null","null","null"
"2","HChannel.java","1","49","49","49","49","49","1","1","null","null","null"
"2","HChannelHandler.java","1","256","128","128","128","128","2","2","null","null","null"
"2","HChannelImpl.java","1","334","334","334","334","334","1","1","null","null","null"
"2","HChannelManager.java","1","144","144","144","144","144","1","1","null","null","null"
"2","HedwigAdmin.java","2","495","22","54","50","74","6","9","null","null","null"
"2","HedwigBenchmark.java","0","149","0","25","0","29","0","6","null","null","null"
"2","HedwigClient.java","0","65","0","97","0","100","0","4","null","null","null"
"2","HedwigClientImpl.java","2","113","24","20","10","10","9","11","null","null","null"
"2","HedwigCommands.java","1","394","11","131","11","132","1","3","null","null","null"
"2","HedwigConsole.java","2","930","1","103","20","121","7","9","null","null","null"
"2","HedwigHubClient.java","0","44","0","22","0","23","0","2","null","null","null"
"2","HedwigHubClientFactory.java","1","67","12","22","18","24","1","3","null","null","null"
"2","HedwigHubSubscriber.java","0","78","0","19","0","21","0","4","null","null","null"
"2","HedwigJMXService.java","0","34","0","34","0","34","0","1","null","null","null"
"2","HedwigMBeanInfo.java","0","25","0","25","0","25","0","1","null","null","null"
"2","HedwigMBeanRegistry.java","0","44","0","44","0","44","0","1","null","null","null"
"2","HedwigProxy.java","1","160","2","20","3","22","2","8","null","null","null"
"2","HedwigPublisher.java","2","136","14","11","18","28","6","12","null","null","null"
"2","HedwigSocketAddress.java","0","129","0","65","0","65","0","2","null","null","null"
"2","HedwigSubscriber.java","2","379","27","22","27","55","9","17","null","null","null"
"2","HierarchicalLedgerManager.java","3","420","8","42","23","60","5","10","null","null","null"
"2","HierarchicalLedgerManagerFactory.java","2","84","21","21","22","22","4","4","null","null","null"
"2","HubInfo.java","1","146","146","146","146","146","1","1","null","null","null"
"2","HubLoad.java","1","117","58","58","59","59","2","2","null","null","null"
"2","HubServerManager.java","1","98","98","98","98","98","1","1","null","null","null"
"2","InMemoryMetaStore.java","1","70","70","70","70","70","1","1","null","null","null"
"2","InMemoryMetastoreCursor.java","1","85","85","85","85","85","1","1","null","null","null"
"2","InMemoryMetastoreTable.java","1","304","304","304","304","304","1","1","null","null","null"
"2","InMemorySubscriptionManager.java","2","113","8","16","11","19","5","7","null","null","null"
"2","InMemorySubscriptionState.java","2","180","17","20","19","22","6","9","null","null","null"
"2","InterleavedLedgerStorage.java","2","170","0","14","4","19","8","12","null","null","null"
"2","InvalidSubscriberIdException.java","0","34","0","34","0","34","0","1","null","null","null"
"2","IOUtils.java","1","80","30","40","30","40","1","2","null","null","null"
"2","JLineHedwigCompletor.java","1","91","8","45","10","46","1","2","null","null","null"
"2","Journal.java","3","524","0","58","4","62","6","9","null","null","null"
"2","JournalChannel.java","1","143","0","35","2","37","1","4","null","null","null"
"2","LedgerCache.java","1","45","4","2","4","40","1","17","null","null","null"
"2","LedgerCacheBean.java","0","25","0","12","0","36","0","2","null","null","null"
"2","LedgerCacheImpl.java","2","836","14","52","21","59","9","16","null","null","null"
"2","LedgerCacheMXBean.java","0","54","0","54","0","54","0","1","null","null","null"
"2","LedgerChecker.java","1","246","61","61","64","64","4","4","null","null","null"
"2","LedgerCreateOp.java","2","124","3","8","4","15","4","15","null","null","null"
"2","LedgerDeleteOp.java","2","72","1","9","4","12","3","8","null","null","null"
"2","LedgerDescriptor.java","1","56","0","4","2","18","1","12","null","null","null"
"2","LedgerDescriptorImpl.java","1","79","1","26","4","37","1","3","null","null","null"
"2","LedgerDescriptorReadOnlyImpl.java","1","47","0","15","1","17","1","3","null","null","null"
"2","LedgerDirsManager.java","2","242","80","80","81","81","3","3","null","null","null"
"2","LedgerEntry.java","1","74","2","14","0","23","1","5","null","null","null"
"2","LedgerEntryPage.java","0","147","0","24","0","26","0","6","null","null","null"
"2","LedgerFragment.java","2","133","26","26","30","30","5","5","null","null","null"
"2","LedgerFragmentReplicator.java","1","380","95","95","116","116","4","4","null","null","null"
"2","LedgerHandle.java","3","881","5","25","24","53","12","34","null","null","null"
"2","LedgerInputStream.java","0","157","0","39","0","41","0","4","null","null","null"
"2","LedgerLayout.java","3","220","6","31","14","37","5","7","null","null","null"
"2","LedgerManager.java","2","173","20","43","57","62","2","4","null","null","null"
"2","LedgerManagerFactory.java","2","225","34","37","52","50","4","6","null","null","null"
"2","LedgerMetadata.java","3","421","15","19","27","26","9","22","null","null","null"
"2","LedgerOpenOp.java","2","171","5","12","17","19","3","14","null","null","null"
"2","LedgerOutputStream.java","0","134","0","33","0","36","0","4","null","null","null"
